LocationAbbr,LocationDesc,Year,Intervention Area,Funding Type1,Funding Type2,Amount,Data_Value_Unit,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,DisplayOrder
OR,Oregon,2007,Cessation Interventions,Per Capita,Upper,5.09,$,"OR
(44.567449424, -120.155031326)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
US,United States,2007,Surveillance and Evaluation,Total (Millions),Upper,476.3,$,,Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
ND,North Dakota,2007,Surveillance and Evaluation,Total (Millions),Upper,1.3,$,"ND
(47.475319779, -100.118421049)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
NM,New Mexico,2007,Cessation Interventions,Per Capita,Lower,2.03,$,"NM
(34.520880952, -106.240580985)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
DE,Delaware,2007,Health Communication Interventions,Total (Millions),Lower,1.1,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
WY,Wyoming,2007,Cessation Interventions,Per Capita,Lower,2.17,$,"WY
(43.235541343, -108.109830353)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
RI,Rhode Island,2007,Administration and Management,Total (Millions),Recommended,0.7,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
MS,Mississippi,2007,Surveillance and Evaluation,Per Capita,Lower,0.79,$,"MS
(32.745510099, -89.538030825)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
NH,New Hampshire,2007,State and Community Interventions,Per Capita,Lower,5.11,$,"NH
(43.655950113, -71.50036092)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
ME,Maine,2007,Administration and Management,Total (Millions),Upper,1.2,$,"ME
(45.254228894001, -68.985031336)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
MD,Maryland,2007,Health Communication Interventions,Per Capita,Recommended,2.17,$,"MD
(39.290580964, -76.609260111)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
AZ,Arizona,2007,State and Community Interventions,Per Capita,Recommended,4.7,$,"AZ
(34.86597028, -111.763811277)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
MT,Montana,2007,Surveillance and Evaluation,Total (Millions),Lower,0.8,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
IL,Illinois,2007,Administration and Management,Total (Millions),Lower,4.6,$,"IL
(40.485010283, -88.997710178)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
WA,Washington,2007,Surveillance and Evaluation,Per Capita,Recommended,0.91,$,"WA
(47.522278629, -120.47001079)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
TN,Tennessee,2007,Cessation Interventions,Per Capita,Recommended,3.92,$,"TN
(35.68094058, -85.774490914)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
MI,Michigan,2007,Administration and Management,Total (Millions),Upper,8.2,$,"MI
(44.661319543001, -84.71439027)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
MD,Maryland,2007,Health Communication Interventions,Per Capita,Upper,3.9,$,"MD
(39.290580964, -76.609260111)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
MT,Montana,2007,Health Communication Interventions,Total (Millions),Lower,1.2,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
NC,North Carolina,2007,Administration and Management,Total (Millions),Upper,7.2,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
CO,Colorado,2007,Surveillance and Evaluation,Per Capita,Upper,1.55,$,"CO
(38.843840757, -106.133610921)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
IL,Illinois,2007,Health Communication Interventions,Per Capita,Recommended,2.14,$,"IL
(40.485010283, -88.997710178)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
NE,Nebraska,2007,Administration and Management,Per Capita,Lower,0.4,$,"NE
(41.641040988001, -99.365720623)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
NC,North Carolina,2007,Cessation Interventions,Total (Millions),Recommended,33.8,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
PA,Pennsylvania,2007,Surveillance and Evaluation,Total (Millions),Upper,19.8,$,"PA
(40.793730152, -77.860700294)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
NC,North Carolina,2007,Total Recommended Program Costs,Per Capita,Recommended,12.06,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
TX,Texas,2007,Administration and Management,Total (Millions),Upper,17.9,$,"TX
(31.827240407, -99.426770206)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
MA,Massachusetts,2007,State and Community Interventions,Per Capita,Lower,3.92,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
MT,Montana,2007,Cessation Interventions,Per Capita,Lower,2.04,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
MA,Massachusetts,2007,Administration and Management,Total (Millions),Upper,5,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
MA,Massachusetts,2007,Administration and Management,Total (Millions),Recommended,3.9,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
VA,Virginia,2007,Cessation Interventions,Total (Millions),Upper,39,$,"VA
(37.542680674, -78.457890463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
NC,North Carolina,2007,Surveillance and Evaluation,Per Capita,Recommended,1.05,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
UT,Utah,2007,Surveillance and Evaluation,Total (Millions),Lower,1.8,$,"UT
(39.360700171, -111.587130635)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
WY,Wyoming,2007,Administration and Management,Total (Millions),Upper,0.6,$,"WY
(43.235541343, -108.109830353)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
AK,Alaska,2007,Total Recommended Program Costs,Per Capita,Lower,11.72,$,"AK
(64.845079957001, -147.722059036)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
MI,Michigan,2007,Total Recommended Program Costs,Total (Millions),Lower,85.5,$,"MI
(44.661319543001, -84.71439027)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
MO,Missouri,2007,Surveillance and Evaluation,Per Capita,Lower,0.75,$,"MO
(38.635790776, -92.566300053)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
AL,Alabama,2007,State and Community Interventions,Per Capita,Recommended,5.04,$,"AL
(32.840571122, -86.631860762)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
GA,Georgia,2007,State and Community Interventions,Total (Millions),Recommended,44.4,$,"GA
(32.839681093, -83.627580346)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
NJ,New Jersey,2007,Surveillance and Evaluation,Per Capita,Recommended,1.2,$,"NJ
(40.130570048, -74.273691288)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
MI,Michigan,2007,Administration and Management,Per Capita,Recommended,0.52,$,"MI
(44.661319543001, -84.71439027)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
IL,Illinois,2007,Health Communication Interventions,Per Capita,Lower,1.3,$,"IL
(40.485010283, -88.997710178)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
IN,Indiana,2007,Administration and Management,Total (Millions),Upper,5.3,$,"IN
(39.766910452, -86.149960194)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
NV,Nevada,2007,Health Communication Interventions,Total (Millions),Lower,3.2,$,"NV
(39.49324039, -117.071840564)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
MA,Massachusetts,2007,Total Recommended Program Costs,Total (Millions),Lower,53.3,$,"MA
(42.27687047, -72.082690675)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
MO,Missouri,2007,Administration and Management,Total (Millions),Lower,2.2,$,"MO
(38.635790776, -92.566300053)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
WV,West Virginia,2007,State and Community Interventions,Total (Millions),Lower,8.4,$,"WV
(38.665510202, -80.712640135)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
VT,Vermont,2007,Cessation Interventions,Total (Millions),Recommended,2.1,$,"VT
(43.625381239, -72.517640791)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
PA,Pennsylvania,2007,Cessation Interventions,Total (Millions),Recommended,47.3,$,"PA
(40.793730152, -77.860700294)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
CT,Connecticut,2007,Health Communication Interventions,Per Capita,Lower,1.3,$,"CT
(41.56266102, -72.649840952)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
AZ,Arizona,2007,Total Recommended Program Costs,Total (Millions),Recommended,68.1,$,"AZ
(34.86597028, -111.763811277)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
TX,Texas,2007,Administration and Management,Total (Millions),Lower,8.2,$,"TX
(31.827240407, -99.426770206)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
US,United States,2007,State and Community Interventions,Per Capita,Lower,3.99,$,,Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
NY,New York,2007,Administration and Management,Per Capita,Lower,0.35,$,"NY
(42.827001032, -75.543970427)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
MS,Mississippi,2007,Administration and Management,Total (Millions),Lower,1.2,$,"MS
(32.745510099, -89.538030825)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
DC,District of Columbia,2007,Administration and Management,Per Capita,Upper,1.02,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
MN,Minnesota,2007,Surveillance and Evaluation,Per Capita,Upper,1.55,$,"MN
(46.355648736, -94.794200503)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
KY,Kentucky,2007,State and Community Interventions,Total (Millions),Recommended,23.1,$,"KY
(37.645970271, -84.774971048)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
RI,Rhode Island,2007,State and Community Interventions,Total (Millions),Lower,5.8,$,"RI
(41.708280193, -71.522470314)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
SD,South Dakota,2007,State and Community Interventions,Total (Millions),Recommended,5.5,$,"SD
(44.353130053, -100.373530637)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
HI,Hawaii,2007,Total Recommended Program Costs,Per Capita,Recommended,11.8,$,"HI
(21.304850435, -157.857749403)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
